Close,reference_price,reference_regime,directional_distance,scale,normalized_measurement,signal
1.10286,1.1017317311041857,1.0,0.0011282688958142995,0.0010885714285714546,1.0364674895931638,1.0
1.1028,1.101758718603659,1.0,0.001041281396340965,0.0010171428571428911,1.0237317098857461,1.0
1.10291,1.1017715266008183,1.0,0.0011384733991817164,0.00098571428571432,1.1549730136625707,1.0
1.10355,1.1018141511490032,1.0,0.0017358488509968684,0.0010192857142857464,1.7030051796745194,1.0
1.10402,1.101849910656156,1.0,0.002170089343844106,0.001053571428571479,2.0597458178858328,1.0
1.10381,1.1018873303891774,1.0,0.0019226696108225472,0.0010157142857143261,1.8929236674764127,1.0
1.10479,1.1022576742728023,1.0,0.0025323257271976374,0.0010414285714286059,2.431588489764455,1.0
1.10441,1.1022860551748281,1.0,0.002123944825171753,0.0010757142857143226,1.974450700690805,1.0
1.10427,1.102323106824409,1.0,0.0019468931755910468,0.0010885714285714546,1.7884845445061683,1.0
1.10343,1.1023298809745792,1.0,0.0011001190254207316,0.0010650000000000301,1.0329756107236625,1.0
1.10285,1.1023373387583089,1.0,0.0005126612416912479,0.001082857142857179,0.4734338643586564,1.0
1.10229,1.1031992958628298,-1.0,-0.0009092958628298398,0.001099285714285747,0.8271697257711096,-1.0
1.10264,1.1032109317496137,-1.0,-0.0005709317496136457,0.0010685714285714662,0.5342944180876175,-1.0
1.10335,1.1032217512356568,-1.0,0.00012824876434325283,0.001022142857142892,0.1254704892247015,-1.0
1.10412,1.1032426853287207,-1.0,0.0008773146712792723,0.0010292857142857642,0.8523529075578915,-1.0
1.10347,1.1032801587025607,-1.0,0.0001898412974392638,0.0010764285714286131,0.17636218740209625,-1.0
1.10262,1.103285212221696,-1.0,-0.000665212221696132,0.0011471428571428863,0.5798861210302374,-1.0
1.10313,1.1033087063996427,-1.0,-0.00017870639964279178,0.001100714285714312,0.16235493802719175,-1.0
1.10337,1.103331620575449,-1.0,3.837942455087173e-05,0.001067857142857176,0.0359405982416179,-1.0
1.10278,1.1033397682671606,-1.0,-0.000559768267160532,0.0011200000000000415,0.49979309567902785,-1.0
1.10344,1.10334947917366,-1.0,9.052082633997927e-05,0.0010971428571428918,0.08250596150779099,-1.0
1.10291,1.1033660750778909,-1.0,-0.00045607507789080515,0.001097142857142876,0.4156934303692163,-1.0
1.10335,1.103380235859551,-1.0,-3.023585955097552e-05,0.0011271428571428663,0.02682522393622648,-1.0
1.1028,1.1033906602486665,-1.0,-0.0005906602486664969,0.0011285714285714152,0.5233698405905731,-1.0
1.10235,1.1034057931277168,-1.0,-0.0010557931277168642,0.0011114285714285568,0.9499424028300959,-1.0
